003900800000070542201000009000050000075340081004602900000006000086001470409085620,753924816968173542241568739192857364675349281834612957527436198386291475419785623
047000060090000205001039000080650090963800001700013004000761420000508030800024709,247185963398476215651239847184657392963842571725913684539761428472598136816324759
090547008012890700080002046001370500530080007000000210009000400006005001020463809,693547128412896735785132946261379584534281697978654213359718462846925371127463859
000047002500002610030050900009100803060000050248000007600830040971026000004705290,816947532597382614432651978759164823163278459248593167625839741971426385384715296
600900083820030400500004000400106530702800006000500090030208900070009365064070001,641952783827631459593784612489126537752893146316547298135268974278419365964375821
003001092800706000100539006009600807650000004001205039507003000080000400042970100,763841592895726341124539786239614857658397214471285639517463928986152473342978165
801060009630078200005000400040500060003000901509216703070003000400100608000802590,821465379634978215795321486147539862263784951589216743978653124452197638316842597
030800009005021600040060018080013200206097050057000040004008306900600000100035472,631854729895721634742369518489513267216497853357286941524178396973642185168935472
308050007406000000900602018107000085003801060600070940000905003000180200250047090,318459627426718539975632418197264385543891762682573941864925173739186254251347896
900008034061709580080120006040603700002080010150900003300050207075000000690040000,927568134461739582583124976849613725732485619156972843314856297275391468698247351
600204103043000009528000700700140600036070080000900000891006300000005004052731060,679284153143657829528319746785143692936572481214968537891426375367895214452731968
080000203604900001001072006000700480200306059059001000000400600017800904906025730,785614293624938571391572846163759482278346159459281367832497615517863924946125738
000000070050030001612500490000003010400069280800407605580012006004080329709000000,348691572957234861612578493276853914435169287891427635583912746164785329729346158
075130000609200400438056000000723801900000020001008605700001040006000139000840207,275134986619287453438956712564723891987615324321498675792361548846572139153849267
730040500004068900200500010000014820306050004000309000402036700190000006075180000,739241568514768932268593417957614823326857194841329675482936751193475286675182349
760091000001800000840006050230100006400500810009087400007032095650000720390060008,765391284921854367843276951238149576476523819519687432187432695654918723392765148
380000079602800041090201800100506700007040090900000358003010000800060002024000605,381654279672839541495271863138596724257348196946127358563412987819765432724983615
705080190000300600890002040007605013640200005020090480109053020002107000300004500,735486192214379658896512347987645213641238975523791486169853724452167839378924561
502800009030605007800300401900027030600000704105400800700039100080540000004001026,512874369439615287867392451948127635623958714175463892756239148281546973394781526
890000200003007010001508463687420900020000000504810000060951040040602100905000070,896143257453267819271598463687425931129736584534819726762951348348672195915384672
000700050100289000863040009000062001031000400650400070002098047700001803309600200,924736158175289364863145729497862531231957486658413972512398647746521893389674215
000054009010860024006290780030105400700406050200000301080003006300700008409000105,827354619913867524546291783638125497791436852254978361182543976365719248479682135
300050046820790100500438000006000093070820004005007010910340002700001059003200080,397152846824796135561438927286514793179823564435967218918345672742681359653279481
409700010050002000030506800300050002012069047070800003067008090200000300180040276,429783615658412739731596824346157982812369547975824163567238491294671358183945276
020010000008200030100059760400020300096030825005007106007060500050004090364090000,629713458578246931143859762481625379796431825235987146917362584852174693364598217
602000130010580004009360007006407020403000710000036005130000980905000000708104060,652749138317582694849361257586417329493258716271936845134675982965823471728194563
001000002050003010430890070000372085600054000007008903009100000700000268340065001,971546832856723419432891576194372685683954127527618943269187354715439268348265791
800007023400520900051000007004003158905200000030060400060740085080009000000031670,896417523473528961251396847624973158915284736738165492169742385387659214542831679
508004002004900760700160000200007009009823000010400080900008006305070190006300040,568734912134982765792165834283617459459823671617459283971548326345276198826391547
009000014301004007000620050900400308000270060074080029006000800083005140425300000,259837614361594287847621953912456378538279461674183529196742835783965142425318796
400031907290086100005070000603800040008209000020047050100600074000003601009000382,486531927297486135315972468673815249548269713921347856132698574854723691769154382
203000010700800000000540900900050627002100050304706080007013560019060702800005400,243697815795831246168542973981354627672189354354726189427913568519468732836275491
010906070030002800040071652003020018400600030980000407620450009098000503000010700,215986374736542891849371652563724918471698235982135467627453189198267543354819726
070045098300006002009100506502000704000027050040003200004802100187060000060900043,671245398358796412429138576512689734893427651746513289934852167187364925265971843
008604297005901040020000600000700000619300002470006509350408000000000871091200400,138654297765921348924873615583792164619345782472186539357418926246539871891267453
004958700010020005380400069030002000062090104008604000000180697950063020000000001,624958713719326845385471269437512986562897134198634572243185697951763428876249351
000002050109000070023740000032054100070060408008209300007006001046018000080530600,764192853159683274823745916632854197975361428418279365397426581546918732281537649
004390700900700008000100540600810200375940806001005000806000392420060007100003005,564398721912754638738126549649817253375942816281635974856471392423569187197283465
200400010070300605605087209007009108090006004046501030000700800013000050020604007,289465713471392685635187249357249168192836574846571932964753821713928456528614397
400006000000028600012090348036001009905000806040005702020670500090040000703000190,487316925359428671612597348236781459975234816841965732124679583598143267763852194
710030420030000906094508000006100000000004592045200070209005007061700004000610830,718936425532471986694528713926157348173864592845293671289345167361789254457612839
030005870600090401010720000004300006298050100500210940006040503005601002080070090,432165879657893421819724365174389256298456137563217948726948513945631782381572694
000000000046270903053800014078005000200000041900360080007004000030510020020700508,192453876846271953753896214378145692265987341914362785587624139639518427421739568
008009310000308004701500900049650780300900402060030000000062051580070000124800000,458729316692318574731546928249651783315987462867234195973462851586173249124895637
700400610200005043018900000307504960091003002600002005002867100040009708005000000,753428619269715843418936527327584961591673482684192375932867154146259738875341296
000300081240501003051090070800060300704209000020080007003007605600008209090054000,967342581248571963351896472819765324734219856526483197483927615675138249192654738
005007904300001005480600200200030089701205640060400002000300500107008000038060091,615827934372941865489653217254136789791285643863479152926314578147598326538762491
790005800005203000080009034009067200000300710630100080000700100312008600006920005,793415862465283971281679534149867253528394716637152489954736128312548697876921345
061200004500980000802065007309076100150304760004000002090100000700003290000002358,961237584547981623832465917329876145158324769674519832293158476785643291416792358
060800097304009050810700206090010004000074080506302000007020100003090548000650070,265831497374269851819745236798516324132974685546382719957428163623197548481653972
070801005300000004092700300007013059040000600580690020020004036005008000600209781,476831295358926174192745368267413859943582617581697423829174536715368942634259781
690001040005730900720400000800000030310072806000098700050000062100907450048105300,693281547485736921721459683879614235314572896562398714957843162136927458248165379
510270060204005000000348005000430070470006900000920801608000050030800009009103604,513279468284615397967348215892431576471586932356927841648792153135864729729153684
930021000700806100020453080000204800406000390002070005000030000109000507305980006,938721654754896123621453789593264871476518392812379465267135948189642537345987216
500400072400160903098007005009040500200030600040051728700000090000602804610803000,563489172427165983198327465879246531251738649346951728782514396935672814614893257
005090204060000500130820067420010005090304100008000070803006090079150302000700008,785693214962471583134825967426917835597384126318562479853246791679158342241739658
047036000000000980620015030900100640150340000083007002508720094000000200000009718,847936521315274986629815437972158643156342879483697152568721394791483265234569718
001900065506720003004080270390004008000508000400060750609010400000200100007030086,271943865586721943934685271395174628762598314418362759659817432843256197127439586
089002000350000090700850036970168000040000687500043200000000541600570900000024003,489632175356417892721859436972168354143295687568743219297386541634571928815924763
003050029000002600010890045090200000580370001062100097049006170107408000005000038,473651829958742613216893745791265384584379261362184597849536172137428956625917438
900100062000095070380070401490800300600921000057300000510608000003000204740530008,974183562126495873385276491491857326638921745257364189512648937863719254749532618
009002760004300005006071098180540000000000500090006831000100209020007003038204600,319852764874369125256471398182543976763918542495726831647135289921687453538294617
050090040002407003800603701080005630500700409017000020341000098600008000970510002,753891246162457983894623751289145637536782419417369825341276598625938174978514362
700020098842700000030040000690200000004010370000058100005034086008090710910600005,756321498842769531139845627691273854584916372327458169275134986468592713913687245
040290100050080004203000506602500031080600709015708000007004390000020048068003007,846295173751386924293471586672549831384612759915738462127864395539127648468953217
306702401940030005570000002005093200764080000003106080020009300008007050000040600,386752491942831765571964832815493276764285913293176584627519348438627159159348627
030409002040620000710380960900071040007200108000560030004050690370000081508030000,635419872849627315712385964953871246467293158281564739124758693376942581598136427
070000940080305001000000608300018400409030006700600502006100270020804015530907000,175286943684395721293471658362518497459732186718649532846153279927864315531927864
003200741000058000069070003070000428801000000350049000407500610000902000020064050,583296741714358296269471583976135428841627935352849167497583612635912874128764359
014508070007600305206304900400201500700050830090007000020100000001906480603000020,314598672987612345256374918438261597762459831195837264829143756571926483643785129
020063047010800000000090350004070500006504109380600024000080910847001006950320000,529163847713845692468792351194278563276534189385619724632487915847951236951326478
001007400532060090090080060020753006309000000405810720810094000000602180047000050,681927435532461897794385261128753946379246518465819723816594372953672184247138659
930070012001080600207005030000008060000230801005640900720069000049100000800004203,938476512451382679267915438172598364694237851385641927723869145549123786816754293
950200018004300627060010900090084070721500049308000500800600300009020050600075000,953267418184359627267418935596184273721536849348792561875641392419823756632975184
000200500070940000412067030006008003040019875501030006007020180900006004030800700,369281547875943621412567938796458213243619875581732496657324189928176354134895762
006702500504016300800000402057180900200000080030609000010050639000203001400060070,396742518524816397871395462657184923249537186138629754712458639965273841483961275
040092078001076400309800005000000800706430020020105040034200690100040500500687300,645392178281576439379814265413729856756438921928165743834251697167943582592687314
040002060007600031003900708900130800260084053005000100009506000300010000050800412,148372569597648231623951748974135826261784953835269174419526387382417695756893412
103006200000170850085900007800640500241030960000090013000000005010807040397002600,173586294924173856685924137839641572241735968756298413468319725512867349397452681
400630002700018905010705000003090000250140608900000700004006250001284009630000800,485639172726418935319725486163897524257143698948562713894376251571284369632951847
903100000056008010007095402001720008600003000042000153014009070800050060000370049,923147586456238917187695432531724698698513724742986153314869275879452361265371849
036510028000040060005900007900008600000600001507200043240080300009100000800005219,436517928792843165185926437914358672328674591567291843241789356659132784873465219
008012006600079030020050700090081024000036000005007890030000079052000061019400205,578312946641879532923654718397581624284936157165247893836125479452798361719463285
100460009084027000706000300008903007000050410500600000203590604605001803049000520,132465789984327165756189342468913257397852416521674938213598674675241893849736521
000040700600800039750900010007060000300050901020100675009010406400032000100590028,891345762642871539753926814517469283368257941924183675239718456485632197176594328
900840103005067400100300600000006080842070000001500904008009007057001060620030850,976845123235167498184392675593416782842973516761528934318659247457281369629734851
005620003049078100001000750060300082038010000750406000000050830207809400000064010,875621943349578126621943758164397582938215674752486391496152837217839465583764219
003095004090308100600000000700041608500902070041000090000107205200460800084209300,813695724497328156652714983729541638568932471341876592936187245275463819184259367
700302104000000000320861500510074080009000010063050209000010048246500030080006002,758392164691745823324861597512974386879623415463158279935217648246589731187436952
010030006000080574000769380190400000006027009738000045020003000500001600604800002,817534926369182574245769381192458763456327819738916245921673458583241697674895132
040000001587600000300005270000097043000400020006500708270910500050203960068000010,642379851587621439391845276825197643739468125416532798273916584154283967968754312
300502860080700420100060000703009204000630080958010000097000630025083007000400052,379542861586791423142368795763859214214637589958214376497125638625983147831476952
005000003001706000968100520700508604042003018000010090203040000690070302000090480,475289163321756849968134527719528634542963718836417295283645971694871352157392486
070560900060001072284300060310048607000000004400600293009035100000094000001700080,173562948965481372284379561312948657697253814458617293749835126826194735531726489
000001950100097000030080026800032010004600780502100003400000300670045000025700600,248361957156297834739584126867432519314659782592178463481926375673845291925713648
310809504054001907007020600820300009000005170000090002100086030570100806090000240,316879524254631987987524613825317469439265178761498352142986735573142896698753241
500410602400320578007009000069750004080032000070000261006000400000090820010860730,538417692491326578627589143269751384184632957375948261856273419743195826912864735
908013045060000007507006803070090001603058400000020980040001260100009530000065008,928713645364582197517946823872694351693158472451327986745831269186279534239465718
000305162000006005900400007183000090207140800060700200010230008805010400470900030,748395162321876945956421387183562794297143856564789213619234578835617429472958631
480079205200000040109500086750040020001060008030080709000000000092830000006100573,483679215265318947179524386758943621921765438634281759317456892592837164846192573
019800740008340501000000003002590870000016095000478106620057000700000009034102000,319865742278349561456721983162593874847216395593478126621957438785634219934182657
000903807600700523070020000051000900008162000300004008020308050139000704705400600,512943867694781523873625491251837946948162375367594218426378159139256784785419632
000632074400080050760010300680000930135000042009040005050028010020400809001907000,598632174413789256762514398684275931135896742279143685956328417327451869841967523
000600000002390081064028070000000309703150000056802004087006095020045800090000106,839671542572394681164528973218467359743159268956832714387216495621945837495783126
904000200020090086050700031070031520000968700001050004092600070008000300013540009,934816257127395486856724931679431528245968713381257694492683175568179342713542869
400061007070035960010007004001003090600200080900680502009040320082500000005090670,493861257278435961516927834821753496654219783937684512769148325382576149145392678
